111016,24.30,61.10,4095,Very bright,0.65,-0.29,9.85,-0.08,0.02,-0.01,NOMINAL
112025,24.30,61.00,4095,Very bright,0.67,-0.30,9.81,-0.08,0.02,-0.01,NOMINAL
113028,24.30,61.00,4095,Very bright,0.63,-0.31,9.82,-0.08,0.03,-0.03,NOMINAL
114037,24.30,60.80,4095,Very bright,0.67,-0.29,9.79,-0.08,0.02,-0.01,NOMINAL
115040,24.30,60.80,3799,Very bright,0.66,-0.32,9.84,-0.08,0.03,-0.01,NOMINAL
116049,24.30,60.60,3777,Very bright,0.66,-0.28,9.81,-0.08,0.03,-0.01,NOMINAL
117052,24.30,60.60,4095,Very bright,0.66,-0.33,9.81,-0.08,0.02,-0.01,NOMINAL
118062,24.30,60.60,4095,Very bright,0.66,-0.31,9.83,-0.08,0.02,-0.01,NOMINAL
119064,24.30,60.60,3985,Very bright,0.66,-0.30,9.81,-0.08,0.02,-0.01,NOMINAL
120073,24.30,60.50,3947,Very bright,0.67,-0.29,9.82,-0.08,0.02,-0.01,NOMINAL
121076,24.30,60.50,4095,Very bright,0.65,-0.33,9.83,-0.08,0.02,-0.01,NOMINAL
122085,24.30,60.40,4095,Very bright,0.68,-0.29,9.84,-0.08,0.03,-0.01,NOMINAL
123088,24.30,60.40,4095,Very bright,0.67,-0.30,9.81,-0.08,0.02,-0.01,NOMINAL
124097,24.30,60.40,4095,Very bright,0.68,-0.31,9.81,-0.08,0.02,-0.01,NOMINAL
125100,24.30,60.40,3802,Very bright,0.66,-0.28,9.82,-0.08,0.02,-0.01,NOMINAL
126109,24.30,60.40,3786,Very bright,0.69,-0.32,9.81,-0.08,0.02,-0.02,NOMINAL
127112,24.30,60.40,4095,Very bright,0.68,-0.33,9.81,-0.08,0.02,-0.01,NOMINAL
128121,24.30,60.30,4095,Very bright,0.68,-0.33,9.82,-0.08,0.02,-0.01,NOMINAL
129124,24.30,60.30,4007,Very bright,0.66,-0.30,9.81,-0.08,0.02,-0.01,NOMINAL
130133,24.30,60.40,1481,Light,0.47,-0.12,9.88,-0.08,0.03,-0.10,NOMINAL
131136,24.30,60.40,1174,Light,0.64,-0.31,9.83,-0.08,0.02,-0.01,NOMINAL
132145,24.30,60.30,1147,Light,0.69,-0.35,9.86,-0.08,0.03,-0.01,NOMINAL
133148,24.30,60.30,714,Dim,0.69,-0.31,9.77,-0.08,0.03,-0.01,LOW_LIGHT
134157,24.30,60.40,787,Dim,0.71,-0.31,9.84,-0.08,0.03,-0.01,LOW_LIGHT
135160,24.30,60.40,1182,Light,0.67,-0.31,9.87,-0.08,0.02,-0.01,NOMINAL
136169,24.30,60.40,1202,Light,0.68,-0.29,9.81,-0.08,0.02,-0.01,NOMINAL
137172,24.30,60.40,1184,Light,0.63,-0.30,9.85,-0.08,0.03,-0.01,NOMINAL
138181,24.30,60.40,1183,Light,0.68,-0.26,9.83,-0.08,0.02,-0.01,NOMINAL
139184,24.30,60.40,1142,Light,0.68,-0.30,9.84,-0.08,0.02,-0.01,NOMINAL
140193,24.30,60.50,1107,Light,0.74,-0.28,9.84,-0.08,0.02,-0.01,NOMINAL
141196,24.30,60.50,1106,Light,0.63,-0.30,9.86,-0.08,0.02,-0.01,NOMINAL
142205,24.30,60.40,1098,Light,0.76,-0.28,9.81,-0.08,0.02,-0.01,NOMINAL
143208,24.30,60.40,1107,Light,0.65,-0.31,9.79,-0.08,0.02,-0.01,NOMINAL
144217,24.40,60.60,1115,Light,0.68,-0.29,9.81,-0.08,0.03,-0.01,NOMINAL
145220,24.40,60.60,1106,Light,0.68,-0.30,9.82,-0.08,0.02,-0.01,NOMINAL
146229,24.30,60.50,1127,Light,0.74,-0.28,9.79,-0.08,0.02,-0.01,NOMINAL
147232,24.30,60.50,1233,Light,0.66,-0.33,9.80,-0.08,0.02,-0.01,NOMINAL
148241,24.30,60.50,1215,Light,0.71,-0.28,9.83,-0.08,0.03,-0.01,NOMINAL
149244,24.30,60.50,1248,Light,0.57,-0.48,9.82,-0.02,0.07,0.01,NOMINAL
150254,24.30,60.60,1164,Light,-0.18,0.43,9.61,-0.04,0.12,0.02,NOMINAL
151256,24.30,60.60,1168,Light,-0.02,-0.21,10.01,-0.16,-0.00,-0.03,NOMINAL
152265,24.30,61.00,1157,Light,-0.11,-0.28,9.86,-0.07,0.06,0.01,NOMINAL
153268,24.30,61.00,1157,Light,0.06,-0.24,9.94,-0.11,0.00,-0.02,NOMINAL
